year,country_code,country_name,country_category,ssi,hg,w,w_trend,w_prime,w_double_prime,ssi_m,ssi_d,ssi_i,ssi_r,hg_geopolitical,hg_economic,hg_social,hg_external,hg_nontraditional
2018,IRN,Iran,地缘关键国,70.47,0.502,35.08,34.92,-0.04,-0.0,29.17,22.38,13.3,6.72,0.122,0.159,0.097,0.073,0.044
2019,IRN,Iran,地缘关键国,70.65,0.493,35.84,34.88,-0.04,-0.0,27.4,19.8,13.32,7.67,0.129,0.092,0.106,0.077,0.04
2020,IRN,Iran,地缘关键国,69.82,0.547,31.66,34.84,-0.04,-0.0,30.06,21.25,12.8,6.38,0.158,0.139,0.127,0.068,0.058
2021,IRN,Iran,地缘关键国,71.01,0.497,35.7,34.8,-0.04,0.0,26.53,21.25,15.24,6.6,0.113,0.128,0.105,0.058,0.059
2022,IRN,Iran,地缘关键国,71.23,0.529,33.57,34.77,-0.04,0.0,27.9,20.32,12.55,6.82,0.165,0.122,0.085,0.085,0.057
2023,IRN,Iran,地缘关键国,71.4,0.499,35.75,34.73,-0.04,0.0,27.82,22.0,14.28,7.31,0.148,0.153,0.118,0.064,0.049
2000,ARE,United Arab Emirates,地缘关键国,57.18,0.673,18.72,18.46,0.0,0.0,21.32,15.63,13.4,5.45,0.195,0.159,0.131,0.11,0.069
2001,ARE,United Arab Emirates,地缘关键国,57.57,0.682,18.29,18.51,0.05,0.0,21.8,17.16,10.58,6.04,0.2,0.204,0.118,0.111,0.06
2002,ARE,United Arab Emirates,地缘关键国,57.88,0.678,18.63,18.56,0.05,0.0,22.04,17.03,12.08,6.52,0.209,0.133,0.136,0.089,0.062
2003,ARE,United Arab Emirates,地缘关键国,58.14,0.683,18.44,18.61,0.05,0.0,20.9,17.36,9.83,5.94,0.164,0.171,0.165,0.121,0.071
2004,ARE,United Arab Emirates,地缘关键国,58.42,0.681,18.63,18.66,0.05,0.0,25.47,19.34,13.66,5.67,0.247,0.146,0.145,0.104,0.074
2005,ARE,United Arab Emirates,地缘关键国,58.75,0.678,18.9,18.72,0.05,0.0,22.24,15.81,9.75,6.3,0.213,0.172,0.13,0.118,0.064
2006,ARE,United Arab Emirates,地缘关键国,58.92,0.686,18.52,18.77,0.05,0.0,21.29,16.15,10.9,6.41,0.173,0.19,0.143,0.108,0.061
2007,ARE,United Arab Emirates,地缘关键国,59.2,0.683,18.79,18.82,0.05,0.0,26.36,17.25,10.61,5.93,0.234,0.187,0.157,0.115,0.061
2008,ARE,United Arab Emirates,地缘关键国,58.92,0.7,17.68,18.87,0.05,0.0,25.98,16.95,11.66,6.15,0.169,0.176,0.111,0.114,0.071
2009,ARE,United Arab Emirates,地缘关键国,59.76,0.685,18.83,18.92,0.05,-0.0,25.37,16.98,13.31,6.04,0.228,0.147,0.143,0.099,0.061
2010,ARE,United Arab Emirates,地缘关键国,60.09,0.679,19.29,18.97,0.05,-0.0,22.21,16.82,11.14,5.52,0.225,0.194,0.128,0.096,0.059
2011,ARE,United Arab Emirates,地缘关键国,60.32,0.684,19.05,19.02,0.05,-0.0,21.25,17.39,11.43,6.74,0.172,0.16,0.162,0.118,0.066
2012,ARE,United Arab Emirates,地缘关键国,60.6,0.678,19.5,19.07,0.05,-0.0,24.06,16.81,11.76,6.55,0.238,0.201,0.163,0.109,0.071
2013,ARE,United Arab Emirates,地缘关键国,60.85,0.675,19.8,19.11,0.04,-0.0,26.67,19.76,11.56,5.25,0.246,0.142,0.155,0.101,0.073
2014,ARE,United Arab Emirates,地缘关键国,61.2,0.691,18.91,19.15,0.04,-0.0,24.15,20.33,12.2,7.06,0.173,0.206,0.129,0.117,0.077
2015,ARE,United Arab Emirates,地缘关键国,61.42,0.674,20.05,19.19,0.04,-0.0,23.38,20.13,14.24,6.8,0.191,0.202,0.107,0.113,0.063
2016,ARE,United Arab Emirates,地缘关键国,61.71,0.683,19.58,19.22,0.03,-0.0,25.21,19.95,13.75,6.65,0.192,0.158,0.164,0.109,0.065
2017,ARE,United Arab Emirates,地缘关键国,61.95,0.682,19.67,19.25,0.03,-0.0,26.42,20.06,12.57,6.02,0.157,0.192,0.12,0.083,0.065
2018,ARE,United Arab Emirates,地缘关键国,62.27,0.686,19.55,19.28,0.03,-0.0,22.13,20.46,11.43,6.83,0.179,0.18,0.125,0.102,0.059
2019,ARE,United Arab Emirates,地缘关键国,62.55,0.682,19.91,19.3,0.02,-0.0,23.68,19.65,14.14,6.93,0.217,0.165,0.119,0.103,0.069
2020,ARE,United Arab Emirates,地缘关键国,61.83,0.728,16.82,19.33,0.02,-0.0,23.85,18.88,14.18,6.84,0.185,0.198,0.149,0.121,0.081
2021,ARE,United Arab Emirates,地缘关键国,63.08,0.681,20.11,19.35,0.02,0.0,23.19,17.67,11.78,5.71,0.198,0.174,0.114,0.122,0.061
2022,ARE,United Arab Emirates,地缘关键国,63.37,0.718,17.9,19.37,0.02,0.0,23.01,19.72,14.54,5.54,0.257,0.162,0.172,0.114,0.075
2023,ARE,United Arab Emirates,地缘关键国,63.64,0.68,20.37,19.4,0.02,0.0,24.95,17.96,12.76,5.9,0.172,0.185,0.138,0.094,0.06
2000,QAT,Qatar,地缘关键国,69.9,0.663,23.57,23.45,0.0,0.0,25.83,21.82,15.95,7.49,0.212,0.162,0.113,0.099,0.061
2001,QAT,Qatar,地缘关键国,70.3,0.679,22.57,23.24,-0.21,0.0,25.54,20.97,15.5,7.06,0.226,0.147,0.133,0.114,0.068
2002,QAT,Qatar,地缘关键国,70.48,0.677,22.76,23.03,-0.21,0.0,29.13,19.19,14.89,6.62,0.197,0.157,0.135,0.12,0.066
2003,QAT,Qatar,地缘关键国,70.79,0.672,23.22,22.82,-0.21,-0.0,29.38,22.86,14.76,7.08,0.166,0.203,0.126,0.11,0.068
2004,QAT,Qatar,地缘关键国,71.1,0.683,22.57,22.6,-0.21,-0.0,26.12,21.85,15.84,6.13,0.191,0.145,0.138,0.101,0.062
2005,QAT,Qatar,地缘关键国,71.39,0.685,22.49,22.39,-0.21,-0.0,28.8,20.44,13.06,7.07,0.178,0.151,0.152,0.113,0.065
2006,QAT,Qatar,地缘关键国,71.6,0.691,22.13,22.17,-0.22,-0.0,28.86,20.56,13.63,6.45,0.25,0.177,0.135,0.11,0.062
2007,QAT,Qatar,地缘关键国,71.98,0.694,22.04,21.96,-0.22,-0.0,28.83,20.35,14.42,6.23,0.175,0.208,0.164,0.084,0.072
2008,QAT,Qatar,地缘关键国,71.7,0.714,20.5,21.74,-0.22,-0.0,29.5,20.6,13.34,7.36,0.22,0.207,0.117,0.119,0.07
2009,QAT,Qatar,地缘关键国,72.56,0.703,21.54,21.52,-0.22,-0.0,30.04,21.63,15.34,7.8,0.244,0.166,0.131,0.087,0.062
2010,QAT,Qatar,地缘关键国,72.86,0.7,21.87,21.29,-0.22,-0.0,26.25,21.43,15.78,7.09,0.247,0.163,0.154,0.107,0.066
2011,QAT,Qatar,地缘关键国,73.15,0.702,21.8,21.07,-0.23,-0.0,29.79,23.02,12.72,7.18,0.209,0.195,0.127,0.112,0.075
2012,QAT,Qatar,地缘关键国,73.43,0.708,21.46,20.83,-0.23,-0.0,30.96,22.76,14.27,6.94,0.21,0.187,0.115,0.114,0.071
2013,QAT,Qatar,地缘关键国,73.72,0.716,20.96,20.6,-0.24,-0.0,28.61,22.57,16.33,7.48,0.184,0.155,0.17,0.091,0.072
2014,QAT,Qatar,地缘关键国,73.96,0.731,19.92,20.36,-0.24,-0.0,29.3,21.27,14.92,7.53,0.172,0.162,0.122,0.109,0.076
2015,QAT,Qatar,地缘关键国,74.33,0.719,20.9,20.11,-0.24,-0.0,27.86,20.87,13.62,6.72,0.203,0.2,0.133,0.098,0.064
2016,QAT,Qatar,地缘关键国,74.6,0.734,19.82,19.86,-0.25,-0.0,31.13,20.68,12.97,7.06,0.205,0.194,0.138,0.104,0.073
2017,QAT,Qatar,地缘关键国,74.88,0.73,20.18,19.61,-0.25,-0.0,30.72,21.03,16.18,7.28,0.205,0.168,0.12,0.1,0.076
2018,QAT,Qatar,地缘关键国,75.15,0.74,19.51,19.36,-0.25,-0.0,31.47,21.84,14.48,8.0,0.223,0.194,0.155,0.095,0.074
2019,QAT,Qatar,地缘关键国,75.45,0.739,19.69,19.1,-0.26,-0.0,28.28,23.15,15.26,7.62,0.215,0.16,0.151,0.118,0.075
2020,QAT,Qatar,地缘关键国,74.73,0.789,15.77,18.85,-0.26,-0.0,31.51,23.58,14.63,7.35,0.274,0.192,0.166,0.111,0.088
2021,QAT,Qatar,地缘关键国,76.04,0.748,19.13,18.59,-0.25,0.0,30.75,23.84,16.95,7.34,0.272,0.227,0.12,0.114,0.083
2022,QAT,Qatar,地缘关键国,76.34,0.775,17.14,18.34,-0.25,0.0,30.35,22.6,16.03,7.99,0.19,0.212,0.174,0.122,0.079
2023,QAT,Qatar,地缘关键国,76.63,0.746,19.44,18.09,-0.25,0.0,33.6,23.82,15.09,7.47,0.213,0.183,0.158,0.106,0.076
2000,GRC,Greece,地缘关键国,47.37,0.646,16.77,16.38,0.0,0.0,20.56,15.31,9.83,3.92,0.17,0.19,0.135,0.11,0.065
2001,GRC,Greece,地缘关键国,47.56,0.66,16.15,16.41,0.02,0.0,21.15,13.08,10.7,4.49,0.155,0.173,0.106,0.09,0.068
2002,GRC,Greece,地缘关键国,47.97,0.654,16.61,16.43,0.03,0.0,18.81,13.9,8.35,5.62,0.174,0.164,0.116,0.093,0.064
2003,GRC,Greece,地缘关键国,48.17,0.649,16.91,16.46,0.03,0.0,18.42,14.56,11.31,5.22,0.204,0.197,0.104,0.105,0.07
2004,GRC,Greece,地缘关键国,48.51,0.652,16.9,16.49,0.03,0.0,19.97,13.38,8.49,5.14,0.231,0.144,0.117,0.099,0.072
2005,GRC,Greece,地缘关键国,48.77,0.649,17.13,16.51,0.03,0.0,21.89,13.4,11.48,4.88,0.228,0.125,0.112,0.083,0.07
2006,GRC,Greece,地缘关键国,49.1,0.655,16.96,16.54,0.03,0.0,22.62,13.83,9.17,5.17,0.245,0.201,0.135,0.095,0.068
2007,GRC,Greece,地缘关键国,49.34,0.653,17.14,16.57,0.03,0.0,18.03,14.96,8.07,4.07,0.218,0.201,0.113,0.11,0.072
2008,GRC,Greece,地缘关键国,49.12,0.671,16.15,16.61,0.04,0.0,20.09,13.2,11.6,5.76,0.208,0.2,0.126,0.115,0.061
2009,GRC,Greece,地缘关键国,49.97,0.651,17.43,16.65,0.04,0.01,20.96,13.66,11.87,5.16,0.241,0.13,0.146,0.101,0.059
2010,GRC,Greece,地缘关键国,50.13,0.654,17.37,16.7,0.05,0.01,22.15,15.91,10.1,4.74,0.233,0.134,0.127,0.111,0.073
2011,GRC,Greece,地缘关键国,42.41,0.803,8.37,16.76,0.06,0.01,14.24,13.28,7.44,4.44,0.229,0.166,0.147,0.101,0.08
2012,GRC,Greece,地缘关键国,50.65,0.654,17.52,16.83,0.07,0.01,22.49,15.4,8.83,4.52,0.152,0.145,0.141,0.1,0.075
2013,GRC,Greece,地缘关键国,50.96,0.652,17.71,16.91,0.08,0.01,23.11,16.69,12.15,4.2,0.229,0.157,0.133,0.111,0.066
2014,GRC,Greece,地缘关键国,51.29,0.658,17.52,16.99,0.08,0.01,23.37,15.28,10.88,5.43,0.231,0.2,0.104,0.103,0.073
2015,GRC,Greece,地缘关键国,51.52,0.654,17.84,17.08,0.09,0.0,18.98,16.66,10.34,5.91,0.19,0.159,0.101,0.111,0.062
2016,GRC,Greece,地缘关键国,51.81,0.655,17.89,17.17,0.09,0.0,22.03,15.99,10.27,5.72,0.175,0.184,0.103,0.083,0.068
2017,GRC,Greece,地缘关键国,52.08,0.649,18.26,17.27,0.09,0.0,19.54,17.48,9.47,4.44,0.153,0.192,0.119,0.107,0.055
2018,GRC,Greece,地缘关键国,52.36,0.664,17.61,17.36,0.09,0.0,20.62,16.0,8.5,5.42,0.186,0.147,0.141,0.115,0.063
2019,GRC,Greece,地缘关键国,52.63,0.65,18.4,17.46,0.1,0.0,21.98,17.4,11.58,5.1,0.155,0.135,0.133,0.099,0.072
2020,GRC,Greece,地缘关键国,51.9,0.702,15.48,17.55,0.1,0.0,21.58,14.1,10.83,4.39,0.203,0.137,0.169,0.098,0.067
2021,GRC,Greece,地缘关键国,53.17,0.656,18.29,17.65,0.1,0.0,20.37,14.89,9.74,5.95,0.213,0.152,0.139,0.08,0.065
2022,GRC,Greece,地缘关键国,53.44,0.682,17.01,17.75,0.1,0.0,22.73,16.78,9.12,5.18,0.183,0.165,0.146,0.116,0.065
2023,GRC,Greece,地缘关键国,53.72,0.647,18.95,17.85,0.1,0.0,22.0,15.26,9.92,4.87,0.186,0.198,0.132,0.109,0.068
2000,PRT,Portugal,地缘关键国,66.68,0.488,34.16,33.95,0.0,0.0,27.98,19.68,15.0,6.37,0.137,0.143,0.075,0.074,0.057
2001,PRT,Portugal,地缘关键国,66.74,0.499,33.45,34.0,0.05,0.0,29.05,20.51,13.11,6.25,0.19,0.123,0.073,0.077,0.054
2002,PRT,Portugal,地缘关键国,66.6,0.488,34.08,34.06,0.05,0.0,29.62,18.84,14.77,6.49,0.184,0.127,0.11,0.054,0.05
2003,PRT,Portugal,地缘关键国,66.76,0.483,34.54,34.11,0.05,-0.0,27.72,20.44,12.51,6.26,0.128,0.139,0.067,0.089,0.055
2004,PRT,Portugal,地缘关键国,66.81,0.48,34.71,34.16,0.05,-0.0,26.67,20.59,11.86,7.63,0.163,0.08,0.117,0.06,0.057
2005,PRT,Portugal,地缘关键国,66.82,0.478,34.91,34.21,0.05,-0.0,25.17,20.48,12.8,5.71,0.155,0.129,0.094,0.057,0.049
2006,PRT,Portugal,地缘关键国,66.87,0.479,34.84,34.26,0.05,0.0,27.79,21.89,12.93,6.79,0.14,0.087,0.094,0.062,0.048
2007,PRT,Portugal,地缘关键国,66.95,0.48,34.83,34.31,0.05,0.0,24.71,19.94,14.51,7.43,0.127,0.096,0.111,0.091,0.05
2008,PRT,Portugal,地缘关键国,66.46,0.499,33.27,34.37,0.05,0.0,25.63,21.4,12.34,6.89,0.131,0.13,0.075,0.086,0.045
2009,PRT,Portugal,地缘关键国,66.99,0.473,35.31,34.43,0.06,0.0,25.96,19.45,14.92,7.03,0.134,0.121,0.111,0.084,0.038
2010,PRT,Portugal,地缘关键国,67.12,0.472,35.44,34.49,0.06,0.0,26.3,18.66,14.32,7.17,0.184,0.136,0.084,0.078,0.042
2011,PRT,Portugal,地缘关键国,63.13,0.575,26.81,34.56,0.07,0.01,27.95,16.99,11.44,6.12,0.142,0.159,0.092,0.069,0.065
2012,PRT,Portugal,地缘关键国,67.15,0.465,35.95,34.64,0.08,0.01,29.15,20.45,12.99,5.75,0.154,0.145,0.122,0.071,0.056
2013,PRT,Portugal,地缘关键国,67.2,0.472,35.51,34.72,0.08,0.01,24.59,21.87,12.14,6.36,0.17,0.085,0.103,0.069,0.055
2014,PRT,Portugal,地缘关键国,67.23,0.481,34.86,34.8,0.09,0.0,24.48,18.32,11.58,5.99,0.119,0.138,0.123,0.075,0.038
2015,PRT,Portugal,地缘关键国,67.34,0.465,36.04,34.89,0.09,0.0,29.45,20.39,14.12,6.03,0.134,0.092,0.086,0.067,0.037
2016,PRT,Portugal,地缘关键国,67.37,0.472,35.6,34.98,0.09,0.0,27.55,21.64,13.68,6.94,0.171,0.149,0.111,0.072,0.043
2017,PRT,Portugal,地缘关键国,67.4,0.463,36.2,35.06,0.09,-0.0,28.66,21.82,12.63,7.69,0.108,0.136,0.094,0.073,0.047
2018,PRT,Portugal,地缘关键国,67.45,0.47,35.76,35.15,0.09,-0.0,27.73,20.61,12.9,6.4,0.144,0.083,0.11,0.083,0.046
2019,PRT,Portugal,地缘关键国,67.5,0.466,36.05,35.23,0.08,-0.0,26.3,21.64,12.99,6.23,0.101,0.11,0.105,0.063,0.039
2020,PRT,Portugal,地缘关键国,66.54,0.514,32.33,35.32,0.08,-0.0,27.61,20.69,11.8,7.22,0.202,0.122,0.092,0.086,0.046
2021,PRT,Portugal,地缘关键国,67.59,0.459,36.57,35.4,0.09,0.0,26.69,19.25,12.87,6.82,0.135,0.107,0.107,0.065,0.051
2022,PRT,Portugal,地缘关键国,67.63,0.491,34.45,35.49,0.09,0.0,27.49,20.53,14.75,6.74,0.135,0.133,0.118,0.077,0.055
2023,PRT,Portugal,地缘关键国,67.68,0.461,36.5,35.58,0.09,0.0,29.57,18.47,15.27,6.61,0.151,0.084,0.101,0.078,0.044
2000,CZE,Czech Republic,地缘关键国,62.95,0.463,33.8,33.96,0.0,0.0,24.1,17.94,14.36,5.76,0.185,0.088,0.111,0.086,0.037
2001,CZE,Czech Republic,地缘关键国,63.1,0.47,33.45,34.12,0.17,0.0,24.61,19.72,14.37,6.49,0.127,0.118,0.094,0.079,0.047
2002,CZE,Czech Republic,地缘关键国,63.65,0.459,34.46,34.29,0.17,-0.0,25.61,17.89,12.58,6.62,0.093,0.139,0.062,0.072,0.043
2003,CZE,Czech Republic,地缘关键国,63.95,0.459,34.58,34.46,0.17,-0.0,23.38,20.67,12.45,7.21,0.092,0.083,0.069,0.066,0.044
2004,CZE,Czech Republic,地缘关键国,64.29,0.462,34.58,34.63,0.17,-0.0,26.75,18.12,14.45,5.68,0.112,0.109,0.085,0.082,0.054
2005,CZE,Czech Republic,地缘关键国,64.73,0.457,35.15,34.79,0.17,-0.0,24.08,17.97,13.61,5.53,0.142,0.142,0.091,0.079,0.05
2006,CZE,Czech Republic,地缘关键国,65.04,0.456,35.4,34.96,0.16,-0.0,27.89,20.09,11.93,6.15,0.12,0.074,0.094,0.063,0.045
2007,CZE,Czech Republic,地缘关键国,65.37,0.457,35.52,35.12,0.16,-0.0,26.8,20.63,11.67,7.01,0.108,0.143,0.111,0.081,0.045
2008,CZE,Czech Republic,地缘关键国,65.15,0.486,33.5,35.28,0.16,-0.0,23.96,20.47,13.27,6.53,0.12,0.128,0.109,0.059,0.052
2009,CZE,Czech Republic,地缘关键国,66.06,0.46,35.68,35.44,0.16,-0.0,26.53,17.98,12.91,7.06,0.104,0.106,0.068,0.061,0.039
2010,CZE,Czech Republic,地缘关键国,66.44,0.459,35.95,35.59,0.16,-0.0,25.93,20.69,12.14,7.28,0.154,0.093,0.106,0.051,0.042
2011,CZE,Czech Republic,地缘关键国,66.73,0.454,36.41,35.75,0.15,-0.0,29.43,19.68,15.17,6.4,0.126,0.137,0.083,0.065,0.051
2012,CZE,Czech Republic,地缘关键国,67.26,0.467,35.83,35.9,0.15,-0.0,24.05,21.84,13.05,6.13,0.176,0.107,0.065,0.067,0.048
2013,CZE,Czech Republic,地缘关键国,67.48,0.461,36.39,36.05,0.15,-0.0,26.51,21.52,12.12,6.51,0.146,0.141,0.118,0.084,0.04
2014,CZE,Czech Republic,地缘关键国,67.88,0.475,35.65,36.19,0.15,-0.0,24.46,18.98,14.68,7.2,0.13,0.154,0.114,0.066,0.045
2015,CZE,Czech Republic,地缘关键国,68.35,0.459,36.96,36.33,0.14,-0.0,26.92,19.74,12.38,5.92,0.18,0.086,0.106,0.058,0.045
2016,CZE,Czech Republic,地缘关键国,68.65,0.471,36.34,36.47,0.14,-0.0,25.61,20.39,14.12,5.91,0.151,0.079,0.088,0.065,0.057
2017,CZE,Czech Republic,地缘关键国,69.06,0.463,37.08,36.61,0.14,-0.0,28.19,21.99,12.67,6.59,0.121,0.127,0.066,0.087,0.045
2018,CZE,Czech Republic,地缘关键国,69.37,0.467,36.97,36.75,0.13,-0.0,27.88,20.97,12.64,7.8,0.131,0.077,0.103,0.087,0.057
2019,CZE,Czech Republic,地缘关键国,69.76,0.456,37.98,36.88,0.13,-0.0,28.29,21.61,15.35,6.22,0.128,0.114,0.113,0.066,0.043
2020,CZE,Czech Republic,地缘关键国,69.12,0.503,34.32,37.01,0.13,-0.0,27.49,20.43,14.61,7.67,0.122,0.143,0.084,0.072,0.058
2021,CZE,Czech Republic,地缘关键国,70.5,0.453,38.54,37.14,0.13,0.0,27.23,20.47,13.78,7.25,0.179,0.114,0.116,0.074,0.042
2022,CZE,Czech Republic,地缘关键国,70.86,0.493,35.94,37.27,0.13,-0.0,28.9,21.01,12.67,6.42,0.197,0.134,0.128,0.076,0.044
2023,CZE,Czech Republic,地缘关键国,71.22,0.468,37.91,37.41,0.13,0.0,30.25,20.74,14.76,6.59,0.108,0.12,0.083,0.055,0.055
2000,HUN,Hungary,地缘关键国,55.92,0.57,24.07,23.98,0.0,0.0,23.92,17.3,9.62,4.88,0.215,0.156,0.09,0.07,0.065
2001,HUN,Hungary,地缘关键国,56.1,0.584,23.34,24.08,0.1,0.0,21.44,16.8,12.48,5.35,0.138,0.155,0.091,0.086,0.055
2002,HUN,Hungary,地缘关键国,56.38,0.574,23.99,24.18,0.1,0.0,21.21,18.59,10.92,5.36,0.155,0.151,0.119,0.071,0.056
2003,HUN,Hungary,地缘关键国,56.57,0.567,24.5,24.27,0.1,-0.0,25.55,15.14,10.13,6.08,0.21,0.162,0.14,0.102,0.052
2004,HUN,Hungary,地缘关键国,56.86,0.571,24.42,24.37,0.1,-0.0,24.39,19.03,11.18,6.3,0.136,0.174,0.127,0.088,0.064
2005,HUN,Hungary,地缘关键国,57.19,0.568,24.73,24.47,0.1,-0.0,24.48,17.37,12.88,6.66,0.187,0.135,0.131,0.102,0.048
2006,HUN,Hungary,地缘关键国,57.4,0.572,24.57,24.56,0.09,-0.0,22.47,17.35,11.33,5.78,0.189,0.183,0.094,0.089,0.053
2007,HUN,Hungary,地缘关键国,57.58,0.57,24.77,24.66,0.09,-0.0,21.61,18.6,13.46,5.2,0.184,0.143,0.106,0.089,0.059
2008,HUN,Hungary,地缘关键国,57.47,0.586,23.82,24.75,0.09,-0.0,22.61,17.44,12.45,6.01,0.175,0.142,0.134,0.077,0.067
2009,HUN,Hungary,地缘关键国,58.17,0.574,24.77,24.84,0.09,-0.0,20.93,16.29,13.38,5.14,0.172,0.151,0.121,0.089,0.056
2010,HUN,Hungary,地缘关键国,58.47,0.572,25.05,24.92,0.09,-0.0,24.77,17.48,12.26,6.08,0.14,0.129,0.13,0.083,0.058
2011,HUN,Hungary,地缘关键国,58.72,0.565,25.52,25.01,0.08,-0.0,21.61,18.28,11.09,4.99,0.199,0.135,0.087,0.098,0.06
2012,HUN,Hungary,地缘关键国,58.94,0.569,25.41,25.09,0.08,-0.0,24.53,18.12,12.36,6.89,0.186,0.129,0.108,0.099,0.066
2013,HUN,Hungary,地缘关键国,59.17,0.566,25.67,25.16,0.07,-0.0,20.91,18.35,13.69,6.41,0.194,0.133,0.131,0.08,0.049
2014,HUN,Hungary,地缘关键国,59.41,0.57,25.57,25.23,0.07,-0.0,25.93,16.53,13.61,6.85,0.206,0.11,0.113,0.069,0.053
2015,HUN,Hungary,地缘关键国,59.71,0.568,25.78,25.29,0.07,-0.0,24.38,16.4,11.04,6.0,0.169,0.11,0.134,0.098,0.061
2016,HUN,Hungary,地缘关键国,59.98,0.575,25.5,25.36,0.06,-0.0,23.81,18.61,11.42,5.77,0.202,0.15,0.104,0.1,0.053
2017,HUN,Hungary,地缘关键国,60.25,0.572,25.76,25.41,0.06,-0.0,23.17,17.34,10.5,5.63,0.146,0.146,0.089,0.088,0.056
2018,HUN,Hungary,地缘关键国,60.49,0.578,25.52,25.47,0.06,-0.0,25.52,16.85,12.62,5.62,0.222,0.116,0.131,0.083,0.065
2019,HUN,Hungary,地缘关键国,60.74,0.568,26.22,25.52,0.05,-0.0,26.57,18.28,10.32,6.8,0.14,0.112,0.144,0.105,0.056
2020,HUN,Hungary,地缘关键国,60.0,0.624,22.56,25.58,0.05,-0.0,26.13,17.82,10.97,5.25,0.234,0.134,0.105,0.087,0.071
2021,HUN,Hungary,地缘关键国,61.26,0.57,26.33,25.63,0.05,0.0,24.15,20.16,11.41,6.47,0.135,0.141,0.097,0.078,0.053
2022,HUN,Hungary,地缘关键国,61.5,0.599,24.67,25.69,0.05,0.0,22.73,16.77,13.02,6.48,0.137,0.145,0.124,0.075,0.059
2023,HUN,Hungary,地缘关键国,61.76,0.567,26.71,25.74,0.06,0.0,23.28,20.04,11.12,7.0,0.215,0.17,0.098,0.065,0.049
2000,ROU,Romania,地缘关键国,60.08,0.553,26.86,27.02,0.0,0.0,23.76,16.72,11.32,6.35,0.148,0.163,0.083,0.093,0.049
2001,ROU,Romania,地缘关键国,60.26,0.556,26.76,27.0,-0.02,0.0,25.29,17.31,10.22,5.42,0.165,0.132,0.117,0.09,0.052
2002,ROU,Romania,地缘关键国,60.35,0.544,27.49,26.98,-0.02,-0.0,23.45,19.5,12.66,5.58,0.162,0.162,0.123,0.075,0.053
2003,ROU,Romania,地缘关键国,60.41,0.551,27.1,26.95,-0.02,-0.0,27.12,19.6,11.74,5.33,0.188,0.168,0.105,0.065,0.048
2004,ROU,Romania,地缘关键国,60.53,0.563,26.44,26.93,-0.02,-0.0,22.11,17.13,11.34,6.86,0.171,0.152,0.141,0.083,0.06
2005,ROU,Romania,地缘关键国,60.68,0.554,27.09,26.9,-0.02,-0.0,26.01,19.71,12.91,5.93,0.175,0.103,0.124,0.092,0.048
2006,ROU,Romania,地缘关键国,60.84,0.555,27.09,26.88,-0.02,-0.0,23.93,17.59,10.67,6.4,0.169,0.103,0.134,0.069,0.053
2007,ROU,Romania,地缘关键国,60.96,0.553,27.25,26.85,-0.03,-0.0,22.7,18.46,10.55,5.82,0.161,0.136,0.123,0.085,0.047
2008,ROU,Romania,地缘关键国,60.57,0.583,25.27,26.83,-0.03,-0.0,22.36,19.95,14.1,5.38,0.131,0.139,0.113,0.089,0.058
2009,ROU,Romania,地缘关键国,61.17,0.563,26.74,26.8,-0.03,0.0,23.03,17.06,14.22,6.99,0.201,0.103,0.087,0.074,0.057
2010,ROU,Romania,地缘关键国,61.25,0.555,27.28,26.78,-0.03,-0.0,25.7,17.41,11.75,6.19,0.135,0.171,0.122,0.089,0.058
2011,ROU,Romania,地缘关键国,61.48,0.557,27.23,26.75,-0.03,-0.0,24.59,18.7,11.24,6.43,0.181,0.139,0.14,0.093,0.046
2012,ROU,Romania,地缘关键国,61.53,0.561,27.01,26.72,-0.03,-0.0,23.75,20.38,11.79,6.97,0.208,0.1,0.096,0.099,0.064
2013,ROU,Romania,地缘关键国,61.67,0.564,26.86,26.69,-0.03,-0.0,27.49,16.98,13.61,6.37,0.191,0.108,0.128,0.105,0.06
2014,ROU,Romania,地缘关键国,61.83,0.574,26.31,26.66,-0.03,-0.0,24.29,17.33,13.45,6.76,0.144,0.18,0.092,0.075,0.057
2015,ROU,Romania,地缘关键国,61.96,0.563,27.06,26.63,-0.03,-0.0,23.98,17.47,12.34,6.39,0.142,0.172,0.113,0.097,0.061
2016,ROU,Romania,地缘关键国,62.1,0.569,26.77,26.59,-0.03,-0.0,27.65,19.56,12.85,6.54,0.129,0.143,0.11,0.085,0.057
2017,ROU,Romania,地缘关键国,62.2,0.564,27.11,26.56,-0.03,-0.0,22.77,20.48,13.55,5.94,0.129,0.116,0.125,0.103,0.056
2018,ROU,Romania,地缘关键国,62.32,0.574,26.54,26.52,-0.04,-0.0,24.82,20.47,11.68,5.93,0.208,0.144,0.094,0.102,0.061
2019,ROU,Romania,地缘关键国,62.49,0.577,26.46,26.49,-0.03,0.0,26.6,16.94,11.87,5.81,0.193,0.15,0.144,0.103,0.067
2020,ROU,Romania,地缘关键国,61.61,0.61,24.04,26.46,-0.03,0.0,24.22,20.22,12.15,7.08,0.172,0.181,0.116,0.096,0.058
2021,ROU,Romania,地缘关键国,62.7,0.561,27.53,26.42,-0.03,0.0,22.77,18.8,11.73,6.16,0.203,0.158,0.097,0.066,0.063
